relevance,stance,frame_choice,frame_healthcare,frame_access,frame_race,frame_class,frame_life_fetus,frame_religious_moral,frame_health_impact,attack_abortion_opponent,attack_abortion_supporter,legal_policy,vote_mobilization,advocacy,care_recognition,care_responsibility,care_action,care_responsive,personal_experience,experience_type,institution,institution_text,institution_distrust
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,1,0,0,0,0,0,0,NA,1,"""Roe""",0
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,3,"""Wisconsin""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,1,"""Roe""",0
1,1,1,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,1,NA,1,1,0,0,0,1,0,0,NA,3,"""Florida""",0
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,0,0,0,0,1,0,0,NA,1,"""Roe""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,0,1,1,1,0,0,NA,1,"""Roe""",1
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,1,"""Roe""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,3,"""Vermont""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,1,"""Roe""",0
1,2,NA,NA,NA,NA,NA,1,0,0,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,3,"""West Virginia""",0
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,1,1,0,0,NA,NA,NA,0,NA,0,0,0,1,1,1,1,1,1,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,0,1,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,,
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,1,1,0,0,NA,"1, 3","""Roe v Wade"" ""New York""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,0,0,0,NA,3,"""Nevada""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,2,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,0,0,1,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,1,0,1,1,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,0,0,0,NA,6,"""health aid organizations""",NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,"""Arch Allies Media's""",0
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,0,1,1,0,0,0,0,NA,1,"""Roe v. Wade""",1
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,NA,NA,NA,NA,0,1,0,NA,0,1,0,0,0,0,0,0,0,NA,3,"""Texas""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,1,NA,0,1,1,1,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,1,0,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,1,NA,1,1,1,1,1,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,NA,2,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"1, 3","""Roe"" ""Idaho""",NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA
1,1,0,1,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,0,0,0,NA,3,"""Texas""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,1,0,0,1,0,0,NA,3,"""Florida""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,"1, 3","""New York"" ""Supreme Court""",0
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,1,1,0,0,NA,3,"""Virginia""",0
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,"2,3","""President Biden"" ""Kentucky""",1
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,1,1,0,1,1,0,0,NA,"2,3","""Roe"" ""Georgia""",0
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,1,0,0,0,NA,0,NA,NA
1,1,1,0,1,1,0,NA,NA,NA,0,NA,1,0,0,1,0,0,0,0,NA,1,"""SCOTUS""",1
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,0,1,0,0,0,0,NA,1,"""SCOTUS""",1
1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,"""Senator""",0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,1,1,1,1,1,0,0,NA,3,"""Ohio""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,1,1,0,0,0,0,0,NA,1,"""RoeVwade""",0
1,1,1,1,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,0,1,0,0,0,NA,NA,NA,1,NA,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",1
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,1,3,1,"""SCOTUS""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,1,"""SCOTUS""",1
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,1,1,0,1,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,1,1,1,1,1,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,1,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"""SCOTUS""",NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,0,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,0,0,0,NA,1,"""Roe v Wade""",0
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,1,NA,0,0,1,1,1,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,9,0,NA,1,0,0,0,0,0,0,0,NA,3,"""New Jersey""",NA
1,1,0,1,0,0,0,NA,NA,NA,0,NA,1,1,1,1,0,0,0,0,NA,1,"""SCOTUS""",1
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,"""Senate""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,1,1,0,0,NA,0,NA,NA
1,1,1,0,1,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,2,"""Vice President Harris""",0
1,2,NA,NA,NA,NA,NA,0,1,0,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,NA,NA
1,1,0,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,0,1,1,0,0,0,0,NA,3,"""Texas""",0
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,1,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,0,0,0,NA,3,"""Kansas""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,3,"""Ohio""",0
1,2,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0,1,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,0,0,0,NA,1,"""Roe v Wade""",0
1,2,NA,NA,NA,NA,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,2,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,1,1,1,0,0,0,0,NA,0,NA,NA
1,1,0,1,0,0,0,NA,NA,NA,0,NA,1,0,0,1,0,0,0,0,NA,2,"""Federal law""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,"""Indiana""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,1,0,0,NA,"1, 3","""Roe v Wade"" ""Florida""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,1,0,1,1,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,1,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,"""Roe""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,1,0,0,1,0,1,1,2,"""Senate""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,1,1,1,1,1,0,0,NA,2,"""KS""",0
1,1,0,1,0,0,0,NA,NA,NA,0,NA,1,0,0,1,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,1,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,1,"""Supreme Court""",1
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,1,0,0,NA,5,"""donating to abortion funds""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,0,0,1,3,1,"""Dobbs""",1
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,"""States""",0
1,1,1,0,1,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,0,NA,6,these are insurance companies,0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,0,1,0,0,0,0,0,NA,1,"""Roe v Wade""",1
1,1,1,0,0,0,0,NA,NA,NA,1,NA,0,0,0,1,0,0,0,0,0,0,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,1,NA,1,0,1,1,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,1,0,1,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,NA,2,"""US House""",0
1,1,0,1,0,0,0,NA,NA,NA,1,NA,1,0,0,1,0,0,0,0,NA,3,"""states""",0
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,"""Ohio""",0
1,1,1,1,1,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,3,"""Virginia""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,1,"""RoevWade""",1
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,1,0,1,0,0,0,0,NA,1,"""RoevWade""",0
1,2,NA,NA,NA,NA,NA,1,1,0,NA,0,1,0,0,0,0,0,0,0,NA,1,"""RoevWade""",0
1,1,0,0,0,1,0,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,1,NA,0,0,0,0,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,"""IU""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,0,1,1,0,0,NA,0,NA,NA
1,1,0,1,0,0,1,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,"""Idaho""",0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,1,0,0,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,0,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,1,1,1,1,0,0,0,NA,1,"""Roe""",0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2,"""Government""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"""RoevWade""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,1,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,1,"""Roe v Wade""",0
1,1,0,0,0,1,1,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,1,"""Roe v Wade""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"""Roe""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,3,"""Indiana""",1
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA
1,3,1,0,0,0,0,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,NA,2,"""Congressional""",0
1,1,1,0,0,0,0,NA,NA,NA,1,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,0,1,1,0,1,0,0,NA,3,"""MI""",0
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,1,"""US Top Court""",NA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,0,1,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"""supreme court""",0
1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,"""Supreme Court""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,0,NA,1,0,0,1,0,1,0,0,NA,2,"""President""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,1,0,0,0,0,0,0,NA,2,"""Biden""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,0,NA,1,"""Roevember""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,1,1,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,1,0,0,1,0,0,0,0,NA,1,"""Supreme Court""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,0,0,0,NA,1,"""SCOTUS""",1
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,0,0,0,NA,2,"""Senator""",0
1,1,0,1,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,1,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,1,0,0,NA,6,"""Abortion clinics""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,3,"""Montana""",0
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,1,1,1,1,0,0,NA,3,"""CA""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,1,"""SCOTUS""",1
1,2,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,1,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,NA,1,"""supreme court""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,1,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,1,0,1,1,1,0,0,NA,3,"""Kentucky""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,NA,2,"""Country""",0
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
